"customer_id","age_at_campaign","education","marital_status","income","dependents","customer_since","recency_days","wine_spend","fruit_spend","meat_spend","fish_spend","sweets_spend","gold_spend","total_spend","deals_purchases","web_purchases","catalog_purchases","store_purchases","total_purchases","web_visits_month","accepted_campaigns_total","previous_campaign_accepted","preferred_category","preferred_channel","historical_response","intent_segment","marketing_segment","baseline_lead_score","purchase_likelihood","suggested_action"
"10245","28","Second Cycle","Single","80910","0","2012-10-31","71","160","80","369","67","39","41","756","1","3","3","8","15","1","0","No","Meat","Store","0","Medium Intent","Standard Nurture","48","Medium","Nurture email with category-specific content and social proof"
"1109","32","Master","Together","27590","1","2013-04-23","38","6","0","5","0","0","1","12","1","1","0","2","4","7","0","No","Wine","Store","0","Low Intent","Standard Nurture","22","Low","Low-frequency awareness campaign with educational content"
"6001","35","Graduation","Married","56775","1","2013-01-02","62","614","35","160","58","35","35","937","2","5","8","10","25","5","0","No","Wine","Store","0","Medium Intent","Digitally Engaged","51","Medium","Nurture email with category-specific content and social proof"
"5538","39","Graduation","Divorced","83829","0","2013-10-08","78","897","161","430","186","161","27","1862","0","4","7","6","17","1","3","Yes","Wine","Catalog","1","High Intent","High Value Customer","76","High","Sales outreach with a premium personalized offer"
"10552","35","Second Cycle","Married","54210","1","2013-05-20","18","70","54","109","80","9","45","367","2","4","1","7","14","5","0","No","Meat","Store","0","Medium Intent","Standard Nurture","46","Medium","Nurture email with category-specific content and social proof"
"1545","28","Graduation","Married","38508","1","2013-08-02","95","120","19","206","25","19","54","443","6","7","2","5","20","8","0","No","Meat","Web","0","Low Intent","Digitally Engaged","33","Low","Low-frequency awareness campaign with educational content"
"7409","44","Graduation","Together","53187","1","2013-10-26","66","211","2","30","7","7","10","267","2","4","1","6","13","5","0","No","Wine","Store","0","Low Intent","Standard Nurture","34","Low","Low-frequency awareness campaign with educational content"
"4444","42","Graduation","Married","30023","1","2014-03-24","28","11","0","16","7","6","21","61","1","2","0","3","6","8","0","No","Gold","Store","0","Low Intent","Standard Nurture","27","Low","Low-frequency awareness campaign with educational content"
"146","54","PhD","Single","76045","0","2013-11-15","78","760","53","400","17","93","0","1323","1","4","5","11","21","2","1","Yes","Wine","Store","0","Medium Intent","High Value Customer","62","Medium","Nurture email with category-specific content and social proof"
"6271","62","PhD","Married","50870","1","2014-06-19","13","53","0","8","0","0","2","63","1","2","0","3","6","5","0","No","Wine","Store","0","Low Intent","Standard Nurture","35","Low","Low-frequency awareness campaign with educational content"
"10065","44","Second Cycle","Married","15315","0","2013-08-03","27","7","4","13","15","8","17","64","2","2","0","4","8","5","0","No","Gold","Store","0","Low Intent","Standard Nurture","26","Low","Low-frequency awareness campaign with educational content"
"4741","40","Second Cycle","Married","65463","1","2014-01-30","17","391","32","70","21","32","16","562","2","6","2","9","19","5","1","Yes","Wine","Store","0","Medium Intent","Digitally Engaged","59","Medium","Nurture email with category-specific content and social proof"
"246","49","Graduation","Married","66480","2","2014-05-31","71","199","9","57","20","21","6","312","7","4","1","7","19","4","0","No","Wine","Store","0","Low Intent","Discount Sensitive","42","Low","Low-frequency awareness campaign with educational content"
"375","60","Graduation","Divorced","76773","0","2013-02-25","79","516","56","449","86","33","16","1156","1","2","2","11","16","1","0","No","Wine","Store","0","Medium Intent","Standard Nurture","52","Medium","Nurture email with category-specific content and social proof"
"1524","31","Second Cycle","Single","81698","0","2013-03-01","1","709","45","115","30","160","45","1104","1","8","2","5","16","5","1","Yes","Wine","Web","1","High Intent","High Value Customer","73","High","Sales outreach with a premium personalized offer"
"10022","41","PhD","Single","54466","2","2014-02-09","78","12","0","4","0","0","0","16","1","1","0","2","4","5","0","No","Wine","Store","0","Low Intent","Standard Nurture","21","Low","Low-frequency awareness campaign with educational content"
"7451","54","Master","Single","98777","0","2014-02-17","23","1000","19","711","125","115","38","2008","0","4","6","9","19","1","1","Yes","Wine","Store","0","High Intent","High Value Customer","88","High","Sales outreach with a premium personalized offer"
"11010","30","PhD","Single","16269","1","2013-08-30","75","19","3","18","3","1","0","44","3","3","0","3","9","8","0","No","Wine","Web","0","Low Intent","Discount Sensitive","17","Low","Low-frequency awareness campaign with educational content"
"4356","43","Graduation","Together","71819","1","2013-08-28","70","1224","28","140","0","14","168","1574","3","3","3","5","14","6","2","Yes","Wine","Store","0","Medium Intent","High Value Customer","66","Medium","Nurture email with category-specific content and social proof"
"3885","31","PhD","Married","33569","1","2013-10-16","10","16","2","18","3","0","24","63","1","1","1","2","5","8","1","Yes","Gold","Store","1","Low Intent","Standard Nurture","35","Low","Low-frequency awareness campaign with educational content"
"1175","31","Master","Married","36262","0","2013-09-20","24","88","39","54","64","28","153","426","1","3","5","3","12","6","1","Yes","Gold","Catalog","1","Low Intent","Standard Nurture","43","Low","Low-frequency awareness campaign with educational content"
"880","48","Basic","Together","22634","0","2013-01-16","47","2","23","11","8","6","46","96","1","2","1","2","6","8","0","No","Gold","Web","0","Low Intent","Standard Nurture","22","Low","Low-frequency awareness campaign with educational content"
"2320","36","Second Cycle","Married","47025","1","2013-09-12","98","508","11","59","23","5","29","635","5","11","1","6","23","9","0","No","Wine","Web","0","Low Intent","Digitally Engaged","37","Low","Low-frequency awareness campaign with educational content"
"850","46","Graduation","Single","70566","1","2013-10-06","4","381","28","215","84","28","21","757","2","6","5","9","22","3","0","No","Wine","Store","0","Medium Intent","Standard Nurture","63","Medium","Nurture email with category-specific content and social proof"
"4713","35","PhD","Married","31605","1","2012-11-22","15","74","0","42","2","1","6","125","2","2","1","4","9","7","0","No","Wine","Store","0","Low Intent","Standard Nurture","34","Low","Low-frequency awareness campaign with educational content"
"675","41","Master","Divorced","52034","2","2013-05-17","67","146","0","93","7","13","73","332","5","4","2","5","16","7","0","No","Wine","Store","0","Low Intent","Discount Sensitive","37","Low","Low-frequency awareness campaign with educational content"
"5025","35","Graduation","Single","48526","1","2013-12-24","32","23","17","23","43","20","9","135","1","2","1","4","8","3","0","No","Fish","Store","0","Low Intent","Standard Nurture","34","Low","Low-frequency awareness campaign with educational content"
"2308","60","Graduation","Married","46734","1","2012-11-18","40","110","5","137","26","23","29","330","2","6","1","5","14","7","0","No","Meat","Web","0","Low Intent","Digitally Engaged","39","Low","Low-frequency awareness campaign with educational content"
"5995","52","Graduation","Divorced","39552","2","2012-12-18","54","165","3","147","4","24","41","384","7","6","2","5","20","8","0","No","Wine","Web","1","Low Intent","Digitally Engaged","40","Low","Low-frequency awareness campaign with educational content"
"6749","48","Graduation","Single","86358","2","2012-08-08","78","957","47","494","82","47","95","1722","4","5","3","6","18","8","0","No","Wine","Store","0","Medium Intent","High Value Customer","66","Medium","Nurture email with category-specific content and social proof"
"1010","37","Graduation","Together","46931","3","2014-04-24","94","41","0","17","3","1","16","78","2","1","1","3","7","3","0","No","Wine","Store","0","Low Intent","Dormant Customer","19","Low","Low-frequency awareness campaign with educational content"
"8977","29","Basic","Single","16581","0","2013-01-12","51","1","3","4","2","3","11","24","1","0","0","3","4","4","0","No","Gold","Store","0","Low Intent","Standard Nurture","17","Low","Low-frequency awareness campaign with educational content"
"4756","62","Second Cycle","Divorced","63998","0","2013-12-20","42","176","29","818","0","33","112","1168","1","7","6","11","25","4","0","No","Meat","Store","1","Medium Intent","High Value Customer","61","Medium","Nurture email with category-specific content and social proof"
"3412","63","Master","Married","67381","1","2013-01-15","67","815","8","53","11","0","70","957","4","2","2","9","17","7","1","Yes","Wine","Store","0","Medium Intent","Standard Nurture","55","Medium","Nurture email with category-specific content and social proof"
"606","47","Graduation","Single","25930","2","2013-10-10","87","6","1","2","2","0","4","15","1","1","0","2","4","7","0","No","Wine","Store","0","Low Intent","Dormant Customer","12","Low","Low-frequency awareness campaign with educational content"
"5961","36","Graduation","Married","42693","1","2014-06-07","29","8","4","20","6","3","16","57","1","1","0","3","5","5","0","No","Meat","Store","0","Low Intent","Standard Nurture","30","Low","Low-frequency awareness campaign with educational content"
"2975","38","Graduation","Together","85606","1","2012-11-12","89","717","42","864","219","30","84","1956","2","6","7","9","24","3","1","Yes","Meat","Store","0","High Intent","High Value Customer","71","High","Sales outreach with a premium personalized offer"
"2894","29","Graduation","Single","72903","0","2013-10-29","74","1067","138","750","0","19","39","2013","1","7","5","8","21","4","3","Yes","Wine","Store","1","High Intent","High Value Customer","78","High","Sales outreach with a premium personalized offer"
"7613","40","Second Cycle","Together","49669","1","2014-05-24","97","166","5","107","11","8","29","326","2","5","1","6","14","6","0","No","Wine","Store","0","Low Intent","Digitally Engaged","28","Low","Low-frequency awareness campaign with educational content"
"10542","46","PhD","Married","36778","2","2012-08-05","63","29","4","34","2","4","4","77","3","3","0","3","9","9","0","No","Meat","Web","0","Low Intent","Discount Sensitive","24","Low","Low-frequency awareness campaign with educational content"
"8015","52","PhD","Divorced","85696","0","2013-05-03","88","714","76","395","116","0","12","1313","1","4","6","9","20","1","0","No","Wine","Store","1","Medium Intent","Dormant Customer","58","Medium","Nurture email with category-specific content and social proof"
"10617","25","Master","Divorced","10979","0","2014-05-22","34","8","4","10","2","2","4","30","2","3","0","3","8","5","0","No","Meat","Web","0","Low Intent","Standard Nurture","22","Low","Low-frequency awareness campaign with educational content"
"11166","53","Graduation","Married","49678","1","2013-02-02","81","229","5","56","3","2","20","315","2","6","2","4","14","7","0","No","Wine","Web","0","Low Intent","Digitally Engaged","31","Low","Low-frequency awareness campaign with educational content"
"849","61","Master","Together","56129","1","2013-06-20","65","320","48","133","39","72","48","660","4","6","2","10","22","4","0","No","Wine","Store","0","Medium Intent","Standard Nurture","46","Medium","Nurture email with category-specific content and social proof"
"523","25","Graduation","Married","37155","1","2013-01-31","51","23","0","26","7","15","3","74","1","2","0","4","7","5","0","No","Meat","Store","0","Low Intent","Standard Nurture","25","Low","Low-frequency awareness campaign with educational content"
"4066","36","Second Cycle","Divorced","21282","1","2014-05-11","76","1","5","8","4","8","20","46","2","2","1","2","7","6","0","No","Gold","Web","0","Low Intent","Standard Nurture","16","Low","Low-frequency awareness campaign with educational content"
"8414","52","PhD","Single","33419","1","2013-08-17","76","56","0","12","0","0","18","86","2","2","0","4","8","7","0","No","Wine","Store","0","Low Intent","Standard Nurture","20","Low","Low-frequency awareness campaign with educational content"
"819","69","Graduation","Widow","63285","0","2013-11-05","84","508","124","249","50","38","134","1103","1","6","5","13","25","3","0","No","Wine","Store","0","Medium Intent","Dormant Customer","51","Medium","Nurture email with category-specific content and social proof"
"4961","40","Master","Together","21255","1","2014-01-21","56","29","0","25","2","2","3","61","4","2","1","4","11","4","0","No","Wine","Store","0","Low Intent","Discount Sensitive","23","Low","Low-frequency awareness campaign with educational content"
"749","33","Graduation","Together","42162","1","2013-11-19","31","46","7","59","2","4","27","145","2","3","1","3","9","6","1","Yes","Meat","Web","1","Low Intent","Standard Nurture","38","Low","Low-frequency awareness campaign with educational content"
"5430","58","Graduation","Together","54450","2","2012-09-14","0","454","0","171","8","19","32","684","12","9","2","8","31","8","0","No","Wine","Web","0","Medium Intent","Digitally Engaged","59","Medium","Nurture email with category-specific content and social proof"
"7755","60","PhD","Married","57744","1","2013-11-12","91","350","3","39","0","0","19","411","2","9","1","4","16","8","0","No","Wine","Web","0","Low Intent","Digitally Engaged","34","Low","Low-frequency awareness campaign with educational content"
"10525","28","Graduation","Single","26576","1","2012-10-13","40","10","0","8","0","0","9","27","1","1","0","2","4","9","1","Yes","Wine","Store","1","Low Intent","Standard Nurture","26","Low","Low-frequency awareness campaign with educational content"
"1453","71","PhD","Widow","57513","0","2013-07-06","59","735","40","183","52","20","30","1060","2","9","3","13","27","6","0","No","Wine","Store","0","Medium Intent","Digitally Engaged","53","Medium","Nurture email with category-specific content and social proof"
"8310","50","Graduation","Together","68142","1","2012-08-29","96","897","126","196","91","112","37","1459","3","10","4","7","24","6","0","No","Wine","Web","0","Medium Intent","Digitally Engaged","55","Medium","Nurture email with category-specific content and social proof"
"10710","35","Graduation","Married","7500","1","2012-08-29","61","5","2","3","3","0","5","18","1","1","0","2","4","8","0","No","Gold","Store","0","Low Intent","Standard Nurture","13","Low","Low-frequency awareness campaign with educational content"
"5031","40","Graduation","Together","83145","0","2012-09-22","14","777","35","731","39","137","114","1833","1","5","9","11","26","2","1","Yes","Wine","Store","1","High Intent","High Value Customer","84","High","Sales outreach with a premium personalized offer"
"2613","54","Master","Married","54197","1","2014-04-03","16","162","6","37","6","13","13","237","2","1","3","6","12","1","0","No","Wine","Store","0","Low Intent","Standard Nurture","44","Low","Low-frequency awareness campaign with educational content"
"213","51","PhD","Single","23091","2","2014-05-28","98","35","0","11","0","0","2","48","4","2","1","3","10","7","0","No","Wine","Store","0","Low Intent","Discount Sensitive","15","Low","Low-frequency awareness campaign with educational content"
"967","38","Graduation","Married","46049","2","2013-07-21","11","342","9","112","19","14","19","515","10","5","2","9","26","7","0","No","Wine","Store","1","Medium Intent","Digitally Engaged","53","Medium","Nurture email with category-specific content and social proof"
"1077","40","Graduation","Together","56715","0","2012-12-05","52","258","105","239","237","172","9","1020","1","7","3","4","15","4","0","No","Wine","Web","0","Medium Intent","Standard Nurture","50","Medium","Nurture email with category-specific content and social proof"
"7959","53","Graduation","Married","79410","0","2014-05-29","19","658","80","483","123","13","13","1370","1","3","2","5","11","1","0","No","Wine","Store","0","Medium Intent","High Value Customer","65","Medium","Nurture email with category-specific content and social proof"
"640","63","Graduation","Married","57304","1","2013-03-11","61","356","80","329","138","17","106","1026","2","7","6","10","25","5","0","No","Wine","Store","0","Medium Intent","Digitally Engaged","52","Medium","Nurture email with category-specific content and social proof"
"4252","49","Graduation","Married","44375","1","2014-03-23","73","213","5","28","7","7","41","301","1","4","1","6","12","5","0","No","Wine","Store","0","Low Intent","Standard Nurture","30","Low","Low-frequency awareness campaign with educational content"
"8432","58","Graduation","Together","54450","2","2012-09-14","0","454","0","171","8","19","32","684","12","9","2","8","31","8","0","No","Wine","Web","0","Medium Intent","Digitally Engaged","59","Medium","Nurture email with category-specific content and social proof"
"6218","49","Graduation","Married","59594","1","2012-10-20","74","457","4","29","0","0","9","499","1","8","1","7","17","7","1","Yes","Wine","Web","0","Low Intent","Digitally Engaged","44","Low","Low-frequency awareness campaign with educational content"
"6905","20","Graduation","Together","80685","0","2012-08-22","55","241","45","604","34","26","54","1004","1","6","4","10","21","2","0","No","Meat","Store","0","Medium Intent","Standard Nurture","59","Medium","Nurture email with category-specific content and social proof"
"5922","40","PhD","Married","40344","1","2013-10-13","48","210","0","6","0","0","2","218","2","4","1","5","12","7","0","No","Wine","Store","0","Low Intent","Standard Nurture","32","Low","Low-frequency awareness campaign with educational content"
"3598","42","Graduation","Married","62710","1","2013-05-23","53","441","35","83","7","29","11","606","4","4","2","12","22","4","0","No","Wine","Store","0","Medium Intent","Standard Nurture","49","Medium","Nurture email with category-specific content and social proof"
"6116","46","Second Cycle","Married","48985","1","2013-07-05","13","19","13","18","10","7","8","75","1","1","1","3","6","3","0","No","Wine","Store","0","Low Intent","Standard Nurture","34","Low","Low-frequency awareness campaign with educational content"
"6263","46","Graduation","Together","35322","3","2012-08-22","34","28","9","37","12","7","13","106","3","2","0","4","9","8","0","No","Meat","Store","0","Low Intent","Discount Sensitive","31","Low","Low-frequency awareness campaign with educational content"
"10486","66","Graduation","Married","77142","0","2013-05-29","54","476","75","162","29","151","97","990","1","4","4","8","17","2","0","No","Wine","Store","0","Medium Intent","Standard Nurture","56","Medium","Nurture email with category-specific content and social proof"
"2410","45","Graduation","Single","81657","0","2014-01-22","69","364","40","425","158","60","50","1097","1","3","4","8","16","1","0","No","Meat","Store","0","Medium Intent","Standard Nurture","54","Medium","Nurture email with category-specific content and social proof"
"193","18","Basic","Married","14421","0","2014-02-17","81","0","0","2","3","3","8","16","1","1","0","2","4","5","1","Yes","Gold","Store","0","Low Intent","Dormant Customer","15","Low","Low-frequency awareness campaign with educational content"
"3363","40","Second Cycle","Married","20130","0","2014-03-17","99","0","6","3","7","6","12","34","1","1","0","3","5","8","0","No","Gold","Store","0","Low Intent","Dormant Customer","10","Low","Low-frequency awareness campaign with educational content"
"8278","24","PhD","Married","74214","0","2012-08-26","3","863","83","547","86","99","33","1711","1","8","2","5","16","5","0","No","Wine","Web","0","High Intent","High Value Customer","76","High","Sales outreach with a premium personalized offer"
"10660","57","Master","Married","66726","2","2014-01-12","61","349","7","35","0","0","47","438","3","8","2","4","17","7","1","Yes","Wine","Web","0","Medium Intent","Digitally Engaged","49","Medium","Nurture email with category-specific content and social proof"
"8686","35","Basic","Together","23724","1","2013-01-08","65","5","23","15","0","18","14","75","2","2","0","3","7","8","0","No","Fruit","Store","0","Low Intent","Standard Nurture","19","Low","Low-frequency awareness campaign with educational content"
"1604","54","Master","Married","47353","1","2013-11-13","93","184","2","19","8","8","4","225","3","2","2","6","13","5","0","No","Wine","Store","0","Low Intent","Discount Sensitive","26","Low","Low-frequency awareness campaign with educational content"
"5907","62","Master","Married","33444","2","2012-11-03","24","8","0","8","0","0","2","18","1","1","0","2","4","8","0","No","Meat","Store","0","Low Intent","Standard Nurture","26","Low","Low-frequency awareness campaign with educational content"
"10669","33","Graduation","Married","54386","1","2013-05-17","8","277","21","64","62","21","25","470","2","3","2","10","17","3","0","No","Wine","Store","0","Medium Intent","Standard Nurture","52","Medium","Nurture email with category-specific content and social proof"
"2918","33","Graduation","Divorced","28510","2","2013-04-13","72","44","5","19","0","4","19","91","3","2","0","4","9","5","0","No","Wine","Store","0","Low Intent","Discount Sensitive","21","Low","Low-frequency awareness campaign with educational content"
"5735","23","Master","Single","90638","0","2014-02-13","29","1156","120","915","94","144","96","2525","1","3","4","10","18","1","1","Yes","Wine","Store","0","High Intent","High Value Customer","85","High","Sales outreach with a premium personalized offer"
"359","64","Graduation","Together","48070","1","2013-01-13","33","373","14","83","6","9","19","504","3","8","2","6","19","7","0","No","Wine","Web","0","Medium Intent","Digitally Engaged","47","Medium","Nurture email with category-specific content and social proof"
"8387","57","Graduation","Married","43140","1","2013-01-05","68","134","8","76","6","0","11","235","1","4","1","5","11","6","0","No","Wine","Store","0","Low Intent","Standard Nurture","29","Low","Low-frequency awareness campaign with educational content"
"1829","53","PhD","Divorced","54959","1","2013-01-19","55","1148","0","60","0","0","24","1232","3","9","5","4","21","7","1","Yes","Wine","Web","1","Medium Intent","High Value Customer","60","Medium","Nurture email with category-specific content and social proof"
"3839","56","Basic","Single","15056","2","2013-05-03","76","6","12","3","21","6","40","88","5","2","2","3","12","5","0","No","Gold","Store","0","Low Intent","Discount Sensitive","19","Low","Low-frequency awareness campaign with educational content"
"9392","43","Graduation","Single","26954","1","2014-05-08","17","4","1","11","0","0","1","17","1","1","0","2","4","7","0","No","Meat","Store","0","Low Intent","Standard Nurture","27","Low","Low-frequency awareness campaign with educational content"
"2292","29","Graduation","Single","22327","1","2013-08-02","94","5","4","8","2","0","5","24","1","1","0","3","5","5","0","No","Meat","Store","0","Low Intent","Dormant Customer","11","Low","Low-frequency awareness campaign with educational content"
"10466","49","Graduation","Married","44393","2","2013-08-22","86","24","2","20","2","2","10","60","2","1","0","4","7","4","0","No","Wine","Store","0","Low Intent","Dormant Customer","20","Low","Low-frequency awareness campaign with educational content"
"9855","62","PhD","Single","62000","1","2013-08-25","25","899","0","101","0","0","20","1020","1","6","6","13","26","4","1","Yes","Wine","Store","0","Medium Intent","High Value Customer","65","Medium","Nurture email with category-specific content and social proof"
"4088","52","PhD","Together","31497","1","2012-12-06","22","108","1","28","13","1","4","155","2","3","1","4","10","8","0","No","Wine","Store","0","Low Intent","Standard Nurture","34","Low","Low-frequency awareness campaign with educational content"
"5231","40","Second Cycle","Married","45894","2","2014-02-27","15","27","2","7","0","2","13","51","1","1","0","3","5","5","0","No","Wine","Store","0","Low Intent","Standard Nurture","33","Low","Low-frequency awareness campaign with educational content"
"590","44","Master","Divorced","78579","0","2012-12-22","35","816","66","549","216","66","99","1812","1","5","6","4","16","3","0","No","Wine","Catalog","1","High Intent","High Value Customer","72","High","Sales outreach with a premium personalized offer"
"8732","45","Master","Widow","67369","1","2012-11-17","81","1298","0","70","37","14","42","1461","4","7","4","10","25","4","2","Yes","Wine","Store","1","Medium Intent","High Value Customer","66","Medium","Nurture email with category-specific content and social proof"
"2315","54","Graduation","Divorced","58401","1","2014-04-20","55","10","0","11","17","29","29","96","1","1","2","2","6","4","0","No","Sweets","Catalog","0","Low Intent","Standard Nurture","29","Low","Low-frequency awareness campaign with educational content"
"3515","62","Graduation","Single","62307","1","2014-02-17","94","87","13","34","10","6","10","160","1","4","0","4","9","5","0","No","Wine","Web","0","Low Intent","Dormant Customer","26","Low","Low-frequency awareness campaign with educational content"
"2245","45","Master","Married","43641","2","2013-04-22","50","57","2","51","4","2","23","139","3","2","1","4","10","6","0","No","Wine","Store","0","Low Intent","Discount Sensitive","31","Low","Low-frequency awareness campaign with educational content"
"6283","46","Master","Divorced","63841","1","2013-04-21","64","635","15","100","20","7","131","908","1","9","3","9","22","6","0","No","Wine","Web","0","Medium Intent","Digitally Engaged","52","Medium","Nurture email with category-specific content and social proof"
"2246","49","Second Cycle","Married","46891","1","2013-09-01","91","43","12","23","29","15","61","183","1","2","1","4","8","4","0","No","Gold","Store","0","Low Intent","Dormant Customer","23","Low","Low-frequency awareness campaign with educational content"
"6606","45","Master","Married","70091","1","2013-03-31","11","964","34","137","15","0","11","1161","2","5","2","10","19","8","1","Yes","Wine","Store","0","High Intent","High Value Customer","71","High","Sales outreach with a premium personalized offer"
"5545","42","PhD","Married","78075","0","2014-04-05","72","572","8","259","34","35","80","988","1","3","5","5","14","1","0","No","Wine","Catalog","0","Medium Intent","Standard Nurture","51","Medium","Nurture email with category-specific content and social proof"
"7342","53","Second Cycle","Widow","59184","1","2012-09-09","6","341","142","113","259","151","66","1072","3","6","6","12","27","5","0","No","Wine","Store","0","Medium Intent","High Value Customer","65","Medium","Nurture email with category-specific content and social proof"
"837","37","Graduation","Married","54809","2","2013-09-11","0","63","6","57","13","13","22","174","4","2","1","5","12","4","0","No","Wine","Store","0","Medium Intent","Discount Sensitive","46","Medium","Nurture email with category-specific content and social proof"
"9500","55","Graduation","Married","58113","1","2013-01-25","66","221","104","169","102","78","84","758","3","9","2","8","22","7","0","No","Wine","Web","0","Medium Intent","Digitally Engaged","48","Medium","Nurture email with category-specific content and social proof"
"3602","56","Master","Married","51412","1","2013-12-31","42","140","3","29","4","5","14","195","2","3","2","4","11","4","0","No","Wine","Store","0","Low Intent","Standard Nurture","36","Low","Low-frequency awareness campaign with educational content"
"234","35","Graduation","Divorced","15287","1","2012-10-10","60","1","2","8","4","3","13","31","2","1","1","2","6","7","1","Yes","Gold","Store","1","Low Intent","Standard Nurture","20","Low","Low-frequency awareness campaign with educational content"
"2995","57","Master","Together","66636","0","2013-08-17","64","291","10","689","84","10","0","1084","1","3","4","9","17","1","0","No","Meat","Store","0","Medium Intent","Standard Nurture","53","Medium","Nurture email with category-specific content and social proof"
"1118","58","Master","Married","50965","1","2013-02-20","87","544","13","85","8","6","29","685","3","10","4","5","22","8","1","Yes","Wine","Web","0","Medium Intent","Digitally Engaged","45","Medium","Nurture email with category-specific content and social proof"
"7789","49","PhD","Married","84618","0","2013-11-22","96","684","100","801","21","66","0","1672","1","6","9","10","26","2","1","Yes","Meat","Store","0","Medium Intent","High Value Customer","66","Medium","Nurture email with category-specific content and social proof"
"3068","24","Graduation","Married","18351","0","2013-10-29","1","1","12","9","0","14","7","43","1","2","0","3","6","7","0","No","Sweets","Store","0","Low Intent","Standard Nurture","30","Low","Low-frequency awareness campaign with educational content"
"8955","57","PhD","Together","40451","2","2014-02-16","54","35","0","4","0","0","10","49","1","1","1","2","5","5","1","Yes","Wine","Store","0","Low Intent","Standard Nurture","28","Low","Low-frequency awareness campaign with educational content"
"945","49","Graduation","Together","36317","1","2013-05-22","53","87","3","25","3","2","13","133","2","3","0","4","9","7","0","No","Wine","Store","0","Low Intent","Standard Nurture","27","Low","Low-frequency awareness campaign with educational content"
"5644","57","Graduation","Together","42213","1","2013-10-12","96","309","3","24","4","3","20","363","2","5","1","7","15","7","1","Yes","Wine","Store","0","Low Intent","Digitally Engaged","32","Low","Low-frequency awareness campaign with educational content"
"7192","59","Graduation","Together","65748","1","2013-04-15","58","172","73","93","95","78","34","545","2","2","4","10","18","1","0","No","Wine","Store","0","Medium Intent","Standard Nurture","46","Medium","Nurture email with category-specific content and social proof"
"2324","42","Graduation","Together","77044","1","2013-10-27","12","625","38","242","50","34","76","1065","2","7","11","11","31","4","1","Yes","Wine","Catalog","0","High Intent","High Value Customer","72","High","Sales outreach with a premium personalized offer"
"697","45","Graduation","Together","74918","0","2013-03-12","78","972","59","913","25","19","59","2047","1","5","9","6","21","3","1","Yes","Wine","Catalog","0","High Intent","High Value Customer","72","High","Sales outreach with a premium personalized offer"
"3439","42","Graduation","Married","56721","2","2012-10-31","64","157","6","39","6","13","75","296","5","4","1","5","15","6","0","No","Wine","Store","0","Low Intent","Discount Sensitive","36","Low","Low-frequency awareness campaign with educational content"
"1506","39","Graduation","Single","42160","2","2013-06-28","26","48","9","45","3","15","20","140","4","2","1","4","11","6","0","No","Wine","Store","1","Low Intent","Discount Sensitive","36","Low","Low-frequency awareness campaign with educational content"
"232","49","Graduation","Single","61559","1","2013-07-17","8","279","83","88","32","14","34","530","1","4","2","10","17","3","0","No","Wine","Store","0","Medium Intent","Standard Nurture","54","Medium","Nurture email with category-specific content and social proof"
"8876","51","PhD","Together","33629","2","2012-08-08","49","132","0","16","0","0","4","152","5","3","1","4","13","9","0","No","Wine","Store","0","Low Intent","Discount Sensitive","30","Low","Low-frequency awareness campaign with educational content"
"4500","23","PhD","Together","68682","0","2013-10-06","56","919","0","505","99","30","45","1598","1","4","9","10","24","2","0","No","Wine","Store","0","Medium Intent","High Value Customer","65","Medium","Nurture email with category-specific content and social proof"
"9739","51","Graduation","Single","34377","1","2013-01-19","55","62","0","22","3","1","26","114","2","2","2","2","8","7","0","No","Wine","Catalog","0","Low Intent","Standard Nurture","26","Low","Low-frequency awareness campaign with educational content"
"10395","28","Basic","Single","8940","1","2012-08-22","25","1","45","3","4","6","42","101","3","3","1","3","10","8","0","No","Fruit","Web","0","Low Intent","Discount Sensitive","27","Low","Low-frequency awareness campaign with educational content"
"1176","41","Graduation","Married","26228","1","2013-09-22","50","2","6","4","3","1","9","25","1","1","0","2","4","8","0","No","Gold","Store","0","Low Intent","Standard Nurture","20","Low","Low-frequency awareness campaign with educational content"
"1627","57","Second Cycle","Divorced","77297","0","2013-01-26","84","408","61","109","48","122","41","789","1","5","7","9","22","4","1","Yes","Wine","Store","0","Medium Intent","Dormant Customer","53","Medium","Nurture email with category-specific content and social proof"
"938","33","Graduation","Married","40211","2","2013-07-30","30","51","1","7","2","1","25","87","2","2","1","2","7","8","1","Yes","Wine","Web","0","Low Intent","Standard Nurture","34","Low","Low-frequency awareness campaign with educational content"
"2740","56","PhD","Widow","33438","2","2013-09-22","81","62","1","16","3","2","6","90","4","2","1","4","11","5","0","No","Wine","Store","0","Low Intent","Discount Sensitive","21","Low","Low-frequency awareness campaign with educational content"
"257","55","PhD","Married","75032","1","2013-04-28","74","952","12","180","47","12","12","1215","2","5","4","9","20","3","0","No","Wine","Store","0","Medium Intent","Standard Nurture","57","Medium","Nurture email with category-specific content and social proof"
"4058","59","PhD","Single","61284","0","2013-10-12","76","618","15","106","20","7","45","811","1","11","2","8","22","6","1","Yes","Wine","Web","0","Medium Intent","Digitally Engaged","51","Medium","Nurture email with category-specific content and social proof"
"7736","28","Graduation","Married","22518","1","2012-10-22","36","11","7","12","2","2","27","61","2","2","1","2","7","5","1","Yes","Gold","Web","1","Low Intent","Standard Nurture","29","Low","Low-frequency awareness campaign with educational content"
